"","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season"
"771"," Klaus-Dieter Wiesner","Klaus-Dieter","Wiesner","m"," Deutschland"," 09.08.1959","  3  ","https://www.sport.de/ninja-warrior/pe686622/klaus-dieter-wiesner/","","","3","",""
"772"," Alexander Wilhelm","Alexander","Wilhelm","m"," Deutschland"," 24.11.1991","  3  ","https://www.sport.de/ninja-warrior/pe686299/alexander-wilhelm/","","","3","",""
"773"," Nadine Wilhelm","Nadine","Wilhelm","w"," Deutschland"," 28.02.1991","  3 4 ","https://www.sport.de/ninja-warrior/pe686241/nadine-wilhelm/","","","3","4",""
"774"," Deniro Wille","Deniro","Wille","m"," Deutschland"," 23.10.1997","  3  ","https://www.sport.de/ninja-warrior/pe686236/deniro-wille/","","","3","",""
"775"," Lukas Winklmann","Lukas","Winklmann","m"," Deutschland"," 20.07.1997","  3  ","https://www.sport.de/ninja-warrior/pe686195/lukas-winklmann/","","","3","",""
"776"," Corinne Wochnik","Corinne","Wochnik","w"," Deutschland"," 22.02.1986","  3  ","https://www.sport.de/ninja-warrior/pe686660/corinne-wochnik/","","","3","",""
"777"," Michael Wohlgenannt","Michael","Wohlgenannt","m"," Österreich"," 26.06.1995","  3 4 ","https://www.sport.de/ninja-warrior/pe707538/michael-wohlgenannt/","","","3","4",""
"778"," Kevin Addamiano","Kevin","Addamiano","m"," Deutschland"," 10.02.1995","   4 ","https://www.sport.de/ninja-warrior/pe686795/kevin-addamiano/","","","","4",""
"779"," Marco Addamiano","Marco","Addamiano","m"," Deutschland"," 10.02.1995","   4 ","https://www.sport.de/ninja-warrior/pe686794/marco-addamiano/","","","","4",""
"780"," Tina Adler","Tina","Adler","w"," Deutschland"," 25.02.1984","   4 ","https://www.sport.de/ninja-warrior/pe686769/tina-adler/","","","","4",""
"781"," Harald Aichner","Harald","Aichner","m"," Italien"," 28.07.1994","   4 ","https://www.sport.de/ninja-warrior/pe686788/harald-aichner/","","","","4",""
"782"," Philipp Allgeuer","Philipp","Allgeuer","m"," Australien"," 09.09.1992","   4 ","https://www.sport.de/ninja-warrior/pe686821/philipp-allgeuer/","","","","4",""
"783"," Marvin Amato","Marvin","Amato","m"," Deutschland"," 24.02.1990","   4 ","https://www.sport.de/ninja-warrior/pe686728/marvin-amato/","","","","4",""
"784"," Mohammad Amin","Mohammad","Amin","m"," Iran"," 11.12.1988","   4 ","https://www.sport.de/ninja-warrior/pe686714/mohammad-amin/","","","","4",""
"785"," Stefan Angermeier","Stefan","Angermeier","m"," Deutschland"," 10.08.1992","   4 5","https://www.sport.de/ninja-warrior/pe686778/stefan-angermeier/","","","","4","5"
"786"," Fiorenzo Angius","Fiorenzo","Angius","m"," Italien"," 02.08.1974","   4 ","https://www.sport.de/ninja-warrior/pe686696/fiorenzo-angius/","","","","4",""
"787"," Konstantinas Atkocius","Konstantinas","Atkocius","m"," Deutschland"," 23.08.1989","   4 ","https://www.sport.de/ninja-warrior/pe686725/konstantinas-atkocius/","","","","4",""
"788"," Sascha Bachmann","Sascha","Bachmann","m"," Deutschland"," 27.02.1989","   4 ","https://www.sport.de/ninja-warrior/pe686706/sascha-bachmann/","","","","4",""
"789"," Aline Barre","Aline","Barre","w"," Deutschland"," 19.05.1998","   4 ","https://www.sport.de/ninja-warrior/pe686816/aline-barre/","","","","4",""
"790"," Nicolas Baumann","Nicolas","Baumann","m"," Deutschland"," 16.09.1996","   4 ","https://www.sport.de/ninja-warrior/pe686770/nicolas-baumann/","","","","4",""
"791"," Mandy Berg","Mandy","Berg","w"," Deutschland"," 25.10.1997","   4 ","https://www.sport.de/ninja-warrior/pe686853/mandy-berg/","","","","4",""
"792"," Florian Böbel","Florian","Böbel","m"," Deutschland"," 29.02.1988","   4 5","https://www.sport.de/ninja-warrior/pe686792/florian-boebel/","","","","4","5"
"793"," Judith Bösing","Judith","Bösing","w"," Deutschland"," 22.12.1981","   4 ","https://www.sport.de/ninja-warrior/pe686848/judith-boesing/","","","","4",""
"794"," Salah Boukhaoua","Salah","Boukhaoua","w"," Schweiz"," 28.04.1983","   4 ","https://www.sport.de/ninja-warrior/pe686845/salah-boukhaoua/","","","","4",""
"795"," Allen Boxer","Allen","Boxer","m"," Frankreich"," 11.01.1986","   4 ","https://www.sport.de/ninja-warrior/pe686813/allen-boxer/","","","","4",""
"796"," Caroline Brunner","Caroline","Brunner","w"," Deutschland"," 02.12.1994","   4 5","https://www.sport.de/ninja-warrior/pe686840/caroline-brunner/","","","","4","5"
"797"," Magdalena Brzeska","Magdalena","Brzeska","w"," Deutschland"," 14.05.1978","   4 ","https://www.sport.de/ninja-warrior/pe705735/magdalena-brzeska/","","","","4",""
"798"," Sebastian Buchner","Sebastian","Buchner","m"," Deutschland"," 15.09.2000","   4 ","https://www.sport.de/ninja-warrior/pe686719/sebastian-buchner/","","","","4",""
"799"," Evelyn Burdecki","Evelyn","Burdecki","w"," Deutschland"," 19.09.1988","   4 ","https://www.sport.de/ninja-warrior/pe705737/evelyn-burdecki/","","","","4",""
"800"," Maik Burkowski","Maik","Burkowski","m"," Deutschland"," 17.10.1975","   4 ","https://www.sport.de/ninja-warrior/pe686702/maik-burkowski/","","","","4",""
"801"," Balian Buschbaum","Balian","Buschbaum","m"," Deutschland"," 14.07.1980","   4 ","https://www.sport.de/ninja-warrior/pe686846/balian-buschbaum/","","","","4",""
"802"," Elsa Culemann","Elsa","Culemann","w"," Deutschland"," 03.11.1990","   4 5","https://www.sport.de/ninja-warrior/pe686738/elsa-culemann/","","","","4","5"
"803"," Georgi Damyanov","Georgi","Damyanov","m"," Bulgarien"," 27.06.1993","   4 5","https://www.sport.de/ninja-warrior/pe686839/georgi-damyanov/","","","","4","5"
"804"," Malik Davis","Malik","Davis","m"," Deutschland"," 23.01.1992","   4 ","https://www.sport.de/ninja-warrior/pe686746/malik-davis/","","","","4",""
"805"," Mark Degebrodt","Mark","Degebrodt","m"," Deutschland"," 15.11.1985","   4 5","https://www.sport.de/ninja-warrior/pe686692/mark-degebrodt/","","","","4","5"
"806"," Jannis Deuring","Jannis","Deuring","m"," Deutschland"," 04.09.2000","   4 ","https://www.sport.de/ninja-warrior/pe686718/jannis-deuring/","","","","4",""
"807"," Wolfgang Dietrich","Wolfgang","Dietrich","m"," Deutschland"," 24.08.1988","   4 ","https://www.sport.de/ninja-warrior/pe686760/wolfgang-dietrich/","","","","4",""
"808"," Bastian Dorando","Bastian","Dorando","m"," Deutschland"," 04.07.1999","   4 ","https://www.sport.de/ninja-warrior/pe686753/bastian-dorando/","","","","4",""
"809"," Stefanie Drach","Stefanie","Drach","w"," Deutschland"," 21.04.1995","   4 5","https://www.sport.de/ninja-warrior/pe686799/stefanie-drach/","","","","4","5"
"810"," Samuel Dufner","Samuel","Dufner","m"," Deutschland"," 08.04.1989","   4 5","https://www.sport.de/ninja-warrior/pe686693/samuel-dufner/","","","","4","5"
"811"," Theresa Düring","Theresa","Düring","w"," Deutschland"," 14.12.1992","   4 ","https://www.sport.de/ninja-warrior/pe686729/theresa-duering/","","","","4",""
"812"," Peter Dworaczek","Peter","Dworaczek","m"," Deutschland"," 14.02.1985","   4 ","https://www.sport.de/ninja-warrior/pe686742/peter-dworaczek/","","","","4",""
"813"," Tobias Eberle","Tobias","Eberle","m"," Deutschland","","   4 5","https://www.sport.de/ninja-warrior/pe698720/tobias-eberle/","","","","4","5"
"814"," Felix Eckart","Felix","Eckart","m"," Deutschland"," 05.02.1993","   4 ","https://www.sport.de/ninja-warrior/pe686736/felix-eckart/","","","","4",""
"815"," Florian Eckl","Florian","Eckl","m"," Deutschland"," 24.11.1993","   4 ","https://www.sport.de/ninja-warrior/pe686758/florian-eckl/","","","","4",""
"816"," Manuel Eder","Manuel","Eder","m"," Österreich"," 02.12.1986","   4 ","https://www.sport.de/ninja-warrior/pe686704/manuel-eder/","","","","4",""
"817"," Tiffany Eidner","Tiffany","Eidner","w"," Deutschland"," 18.11.1997","   4 ","https://www.sport.de/ninja-warrior/pe686803/tiffany-eidner/","","","","4",""
"818"," Jörg Eißmann","Jörg","Eißmann","m"," Deutschland"," 25.03.1970","   4 5","https://www.sport.de/ninja-warrior/pe686680/joerg-eissmann/","","","","4","5"
"819"," Valerie Elflein","Valerie","Elflein","w"," Deutschland"," 20.07.1992","   4 ","https://www.sport.de/ninja-warrior/pe686745/valerie-elflein/","","","","4",""
"820"," Jenny Elvers","Jenny","Elvers","w"," Deutschland"," 11.05.1972","   4 ","https://www.sport.de/ninja-warrior/pe705734/jenny-elvers/","","","","4",""
"821"," Yuel Emha","Yuel","Emha","m"," Deutschland"," 01.01.1999","   4 ","https://www.sport.de/ninja-warrior/pe686698/yuel-emha/","","","","4",""
"822"," Titos Farias","Titos","Farias","m"," Mosambik"," 13.06.1992","   4 ","https://www.sport.de/ninja-warrior/pe686831/titos-farias/","","","","4",""
"823"," Pietro Farsetta","Pietro","Farsetta","m"," Italien"," 23.07.1987","   4 5","https://www.sport.de/ninja-warrior/pe686708/pietro-farsetta/","","","","4","5"
"824"," Marco Faußer","Marco","Faußer","m"," Deutschland"," 06.06.1985","   4 5","https://www.sport.de/ninja-warrior/pe686691/marco-fausser/","","","","4","5"
"825"," Odo Federolf","Odo","Federolf","m"," Deutschland"," 06.12.1995","   4 ","https://www.sport.de/ninja-warrior/pe686709/odo-federolf/","","","","4",""
"826"," Pavel Fomin","Pavel","Fomin","m"," Deutschland"," 28.04.1985","   4 ","https://www.sport.de/ninja-warrior/pe686767/pavel-fomin/","","","","4",""
"827"," Andrea Forstmayr","Andrea","Forstmayr","w"," Österreich"," 13.09.1985","   4 5","https://www.sport.de/ninja-warrior/pe686703/andrea-forstmayr/","","","","4","5"
"828"," Charlotte Frank","Charlotte","Frank","w"," Deutschland"," 08.12.1992","   4 ","https://www.sport.de/ninja-warrior/pe686796/charlotte-frank/","","","","4",""
"829"," Philipp Peter Frank","Philipp","Peter Frank","m"," Deutschland"," 18.06.1996","   4 5","https://www.sport.de/ninja-warrior/pe686679/philipp-peter-frank/","","","","4","5"
"830"," Christopher Freund","Christopher","Freund","m"," Deutschland"," 31.12.1993","   4 ","https://www.sport.de/ninja-warrior/pe686705/christopher-freund/","","","","4",""
"831"," Stephan Fricke","Stephan","Fricke","m"," Deutschland"," 04.04.1983","   4 ","https://www.sport.de/ninja-warrior/pe686784/stephan-fricke/","","","","4",""
"832"," Jonathan Genck","Jonathan","Genck","m"," Deutschland"," 08.02.1986","   4 ","https://www.sport.de/ninja-warrior/pe686764/jonathan-genck/","","","","4",""
"833"," Ronja Goller","Ronja","Goller","w"," Deutschland"," 23.01.1982","   4 ","https://www.sport.de/ninja-warrior/pe686855/ronja-goller/","","","","4",""
"834"," Dave Grabert","Dave","Grabert","m"," Deutschland"," 18.08.1990","   4 ","https://www.sport.de/ninja-warrior/pe686686/dave-grabert/","","","","4",""
"835"," Björn Graul","Björn","Graul","m"," Deutschland"," 30.08.1999","   4 5","https://www.sport.de/ninja-warrior/pe686715/bjoern-graul/","","","","4","5"
"836"," Joel Hamberger","Joel","Hamberger","m"," Deutschland"," 03.07.1994","   4 ","https://www.sport.de/ninja-warrior/pe686688/joel-hamberger/","","","","4",""
"837"," Charline Hausen","Charline","Hausen","w"," Deutschland"," 31.12.1993","   4 ","https://www.sport.de/ninja-warrior/pe686768/charline-hausen/","","","","4",""
"838"," Jessica Heinze","Jessica","Heinze","w"," Deutschland"," 20.01.1992","   4 ","https://www.sport.de/ninja-warrior/pe686833/jessica-heinze/","","","","4",""
"839"," Jan Heinzel","Jan","Heinzel","m"," Deutschland"," 20.12.1990","   4 ","https://www.sport.de/ninja-warrior/pe686721/jan-heinzel/","","","","4",""
"840"," Dustin Herbrüggen","Dustin","Herbrüggen","m"," Deutschland"," 21.12.1995","   4 ","https://www.sport.de/ninja-warrior/pe686812/dustin-herbrueggen/","","","","4",""
"841"," Markus Herdieckerhoff","Markus","Herdieckerhoff","m"," Deutschland"," 16.05.1994","   4 ","https://www.sport.de/ninja-warrior/pe686828/markus-herdieckerhoff/","","","","4",""
"842"," Diego Heubeck","Diego","Heubeck","m"," Deutschland"," 02.06.1990","   4 ","https://www.sport.de/ninja-warrior/pe686720/diego-heubeck/","","","","4",""
"843"," Alex Hildebrandt","Alex","Hildebrandt","m"," Deutschland"," 12.01.1984","   4 ","https://www.sport.de/ninja-warrior/pe686701/alex-hildebrandt/","","","","4",""
"844"," Steven Hofmann","Steven","Hofmann","m"," Deutschland"," 18.05.1988","   4 ","https://www.sport.de/ninja-warrior/pe686785/steven-hofmann/","","","","4",""
"845"," Tatjana Holz","Tatjana","Holz","w"," Deutschland"," 06.09.1989","   4 5","https://www.sport.de/ninja-warrior/pe686678/tatjana-holz/","","","","4","5"
"846"," Tobias Holz","Tobias","Holz","m"," Deutschland"," 08.09.2000","   4 5","https://www.sport.de/ninja-warrior/pe686832/tobias-holz/","","","","4","5"
"847"," Marius Holzinger","Marius","Holzinger","m"," Deutschland"," 01.10.1999","   4 5","https://www.sport.de/ninja-warrior/pe686805/marius-holzinger/","","","","4","5"
"848"," Fabiola Hopp","Fabiola","Hopp","w"," Deutschland"," 26.06.1986","   4 ","https://www.sport.de/ninja-warrior/pe686774/fabiola-hopp/","","","","4",""
"849"," Martin Hufnagel","Martin","Hufnagel","m"," Deutschland"," 03.09.1988","   4 ","https://www.sport.de/ninja-warrior/pe686842/martin-hufnagel/","","","","4",""
"850"," Beate Hutzler","Beate","Hutzler","w"," Deutschland"," 09.10.1989","   4 ","https://www.sport.de/ninja-warrior/pe686710/beate-hutzler/","","","","4",""
"851"," Sven Jakobs","Sven","Jakobs","m"," Deutschland"," 06.08.1988","   4 ","https://www.sport.de/ninja-warrior/pe686766/sven-jakobs/","","","","4",""
"852"," Jonathan Jung","Jonathan","Jung","m"," Deutschland"," 28.08.1999","   4 ","https://www.sport.de/ninja-warrior/pe686801/jonathan-jung/","","","","4",""
"853"," Marcel Kaeding","Marcel","Kaeding","m"," Deutschland"," 28.10.1988","   4 5","https://www.sport.de/ninja-warrior/pe686791/marcel-kaeding/","","","","4","5"
"854"," Julian Kaltschmidt","Julian","Kaltschmidt","m"," Deutschland"," 05.09.1987","   4 ","https://www.sport.de/ninja-warrior/pe686810/julian-kaltschmidt/","","","","4",""
"855"," Artur Kaufman","Artur","Kaufman","m"," Deutschland"," 31.10.1994","   4 ","https://www.sport.de/ninja-warrior/pe686824/artur-kaufman/","","","","4",""
"856"," Lukas Kern","Lukas","Kern","m"," Deutschland"," 14.06.1995","   4 5","https://www.sport.de/ninja-warrior/pe686743/lukas-kern/","","","","4","5"
"857"," Lukas Kilian","Lukas","Kilian","m"," Deutschland"," 18.08.1992","   4 5","https://www.sport.de/ninja-warrior/pe686749/lukas-kilian/","","","","4","5"
"858"," Isabel Klarmann","Isabel","Klarmann","w"," Deutschland"," 03.11.1998","   4 ","https://www.sport.de/ninja-warrior/pe686744/isabel-klarmann/","","","","4",""
"859"," Julia Koch","Julia","Koch","w"," Deutschland"," 24.09.2000","   4 5","https://www.sport.de/ninja-warrior/pe686804/julia-koch/","","","","4","5"
"860"," Philipp Koch","Philipp","Koch","m"," Deutschland"," 09.11.1999","   4 ","https://www.sport.de/ninja-warrior/pe686822/philipp-koch/","","","","4",""
"861"," Stephan Koitek","Stephan","Koitek","m"," Deutschland"," 14.03.1989","   4 5","https://www.sport.de/ninja-warrior/pe686836/stephan-koitek/","","","","4","5"
"862"," Kim Komnenic","Kim","Komnenic","w"," Deutschland"," 25.01.1993","   4 ","https://www.sport.de/ninja-warrior/pe686787/kim-komnenic/","","","","4",""
"863"," Jekaterina Konanchuk","Jekaterina","Konanchuk","w"," Deutschland"," 14.02.1981","   4 5","https://www.sport.de/ninja-warrior/pe686690/jekaterina-konanchuk/","","","","4","5"
"864"," Roman Konanchuk","Roman","Konanchuk","m"," Ukraine"," 03.06.1979","   4 5","https://www.sport.de/ninja-warrior/pe686689/roman-konanchuk/","","","","4","5"
"865"," Marlene Kowalik","Marlene","Kowalik","w"," Deutschland"," 09.06.1984","   4 ","https://www.sport.de/ninja-warrior/pe707539/marlene-kowalik/","","","","4",""
"866"," Dennis Kraus","Dennis","Kraus","m"," Deutschland"," 20.06.1990","   4 ","https://www.sport.de/ninja-warrior/pe686797/dennis-kraus/","","","","4",""
"867"," Mickie Krause","Mickie","Krause","m"," Deutschland"," 21.06.1970","   4 ","https://www.sport.de/ninja-warrior/pe705727/mickie-krause/","","","","4",""
"868"," Jörn Kröll","Jörn","Kröll","m"," Deutschland"," 06.02.1997","   4 5","https://www.sport.de/ninja-warrior/pe686856/joern-kroell/","","","","4","5"
"869"," Krister Kröll","Krister","Kröll","m"," Deutschland"," 04.04.2000","   4 5","https://www.sport.de/ninja-warrior/pe686858/krister-kroell/","","","","4","5"
"870"," Eric Krüger","Eric","Krüger","m"," Deutschland"," 21.03.1988","   4 ","https://www.sport.de/ninja-warrior/pe707540/eric-krueger/","","","","4",""
"871"," Ahmet Kurt","Ahmet","Kurt","m"," Deutschland"," 02.01.1954","   4 5","https://www.sport.de/ninja-warrior/pe686854/ahmet-kurt/","","","","4","5"
"872"," Christian Lang","Christian","Lang","m"," Deutschland"," 20.02.1992","   4 ","https://www.sport.de/ninja-warrior/pe686747/christian-lang/","","","","4",""
"873"," Sandra Lang","Sandra","Lang","w"," Deutschland"," 25.12.1989","   4 ","https://www.sport.de/ninja-warrior/pe686793/sandra-lang/","","","","4",""
"874"," Jan Laskowski","Jan","Laskowski","m"," Deutschland"," 26.05.1999","   4 ","https://www.sport.de/ninja-warrior/pe686857/jan-laskowski/","","","","4",""
"875"," Benedikt Last","Benedikt","Last","m"," Deutschland"," 28.05.1994","   4 5","https://www.sport.de/ninja-warrior/pe686798/benedikt-last/","","","","4","5"
"876"," Christin Lede","Christin","Lede","w"," Deutschland"," 21.06.1988","   4 ","https://www.sport.de/ninja-warrior/pe686837/christin-lede/","","","","4",""
"877"," Maika Lederer","Maika","Lederer","w"," Deutschland"," 04.10.1988","   4 ","https://www.sport.de/ninja-warrior/pe686707/maika-lederer/","","","","4",""
"878"," Robin Leiber","Robin","Leiber","m"," Deutschland"," 11.05.2001","   4 ","https://www.sport.de/ninja-warrior/pe686682/robin-leiber/","","","","4",""
"879"," Rosa Lenz","Rosa","Lenz","w"," Deutschland"," 03.12.1989","   4 ","https://www.sport.de/ninja-warrior/pe686755/rosa-lenz/","","","","4",""
"880"," Kevin Liehn","Kevin","Liehn","m"," Deutschland"," 03.05.1988","   4 ","https://www.sport.de/ninja-warrior/pe686713/kevin-liehn/","","","","4",""
"881"," Natalie Lieweke","Natalie","Lieweke","w"," Deutschland"," 12.08.1990","   4 ","https://www.sport.de/ninja-warrior/pe686727/natalie-lieweke/","","","","4",""
"882"," Remy Lignie","Remy","Lignie","m"," Deutschland"," 10.06.1987","   4 ","https://www.sport.de/ninja-warrior/pe686838/remy-lignie/","","","","4",""
"883"," Daniel Lobotzki","Daniel","Lobotzki","m"," Deutschland"," 22.01.1997","   4 ","https://www.sport.de/ninja-warrior/pe686779/daniel-lobotzki/","","","","4",""
"884"," Marian Lotze","Marian","Lotze","m"," Deutschland"," 16.08.1995","   4 5","https://www.sport.de/ninja-warrior/pe686762/marian-lotze/","","","","4","5"
"885"," Giacomo Lupiccolo","Giacomo","Lupiccolo","m"," Deutschland"," 27.04.1986","   4 ","https://www.sport.de/ninja-warrior/pe686841/giacomo-lupiccolo/","","","","4",""
